author,gender,pseudonym,title,title_en,subtitle,sep_edition,source,city,year_begin,genre,characters,narration,file_name,main_genre,general_genre,POS_title,title_length,canon_status,genre1,genre2,genre3,genre4,genre5
"Соловьев, Федор Николаевич",мужской,0,Фамилия Кастальских,The Kastalsky Family,роман в трех частях,1,Отд. изд.,Москва,1842,"семейный, дворяне",,,,семейный,семейный,NOUN ADJF,2,0,,,,,
"Сологуб, Федор Кузьмич",мужской,1,Тяжелые сны,Bad Dreams,Роман,0,Северный вестник,,1895,"социально-психологический, декадентский;","разночинцы (учителя), дворяне",3 лицо,,социально-психологический,социально-психологический,ADJF NOUN,2,1,,,,,
"Сологуб, Федор Кузьмич",мужской,1,Мелкий бес,The Petty Demon,роман,1,Вопросы жизни,Санкт-Петербург,1905,"социально-психологический, декадентский; разночинцы, дворяне, мещане, учителя",разночинцы,3 лицо,sologub_f_melkij_bes_1905.xml,социально-психологический,социально-психологический,ADJF NOUN,2,1,социально-психологический,символистский,сатирический,,
"Сологуб, Федор Кузьмич",мужской,1,Творимая легенда,The Created Legend,Роман,0,Шиповник,,1907,"социально-психологический, (?) утопический; творческие люди; трилогия",интеллигенция,1 лицо,,социально-психологический,социально-психологический,PRTF NOUN,2,1,,,,,
"Сологуб, Федор Кузьмич",мужской,1,Капли крови,Drops of Blood,1 часть романа-трилогии,1,Шиповник,Санкт-Петербург,1908,"социально-психологический, символистский, любовный, философский, фантастический","дворяне, разночинцы, революционеры",1 лицо + 3 лицо,sologub_f_kapli_krovi_1908.xml,социально-психологический,социально-психологический,NOUN NOUN,2,1,социально-психологический,символистский,любовный,философский,
"Сологуб, Федор Кузьмич",мужской,1,Королева Ортруда,Queen Ortruda,2 часть романа-трилогии,1,Шиповник,Санкт-Петербург,1909,"социально-психологический, символистский, любовный, философский, фантастический","дворяне, разночинцы, революционеры",3 лицо,sologub_f_koroleva_ortruda_1909.xml,социально-психологический,социально-психологический,NOUN NOUN,2,1,символистский,фантастический,философский,социально-психологический,
"Сологуб, Федор Кузьмич",мужской,1,Дым и пепел,Smoke and Ashes,Роман,0,Земля,,1912,"социально-психологический, философский",разночинцы,3 лицо,,социально-психологический,социально-психологический,NOUN CONJ NOUN,3,1,,,,,
"Сологуб, Федор Кузьмич",мужской,1,Слаще яда,Sweeter than Poison,роман,0,Новая жизнь,,1912,"социально-психологический, любовный, (роман воспитания)",дворяне,3 лицо,,социально-психологический,социально-психологический,COMP NOUN,2,1,,,,,
Сологуб Федор Кузьмич,мужской,1,Заклинательница змей,The Snake Charmer,роман,1,Отд. изд.,Берлин,1921,"социально-психологический; фабрикант, фабричные рабочие",,3 лицо,,социально-психологический,социально-психологический,NOUN NOUN,2,0,,,,,
"Сомов, Орест Михайлович",мужской,0,Гайдамак,The Haidamak,Малороссийская быль,0,Невский альманах,,1827,,,3 лицо,somov_o_gajdamak_1827.xml,,,NOUN,1,0,исторический,авантюрный,этнографический,,
"Станицкий, Н.",женский,1,Мелочи жизни,The Trifles of Life,Роман,0,Современник,,1854,,,3 лицо,,,,NOUN NOUN,2,0,,,,,
"Станицкий, Н.",женский,1,Женская доля,A Woman's Lot,Роман,0,Современник,,1862,социально-психологический,,,,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
"Станюкович, Константин Михайлович",мужской,0,Без исхода,Without a Way Out,Роман,0,Дело,,1873,народнический,дворяне,3 лицо,stanyukovich_k_bez_iskhoda_1873.xml,народнический,социальный,PREP NOUN,2,0,политический,идеологический,,,
"Станюкович, Константин Михайлович",мужской,0,В мутной воде,In Muddy Waters,Оригинальный роман из последних событий,0,Биржевые ведомости,,1878,,дворяне,3 лицо,stanyukovich_k_v_mutnoj_vode_1878.xml,,,PREP ADJF NOUN,3,0,политический,сатирический,,,
"Станюкович, Константин Михайлович",мужской,0,Наши нравы,Our Morals,роман в 2 частях,0,Молва,,1879,фельетонный,чиновники,3 лицо,stanyukovich_k_nashi_nravy_1879.xml,фельетонный,юмористический,ADJF NOUN,2,0,сатирический,нравоописательный,,,
"Станюкович, Константин Михайлович",мужской,0,Два брата,Two Brothers,Роман в двух частях,0,Дело,,1880,социально-психологический,"дворяне, революционеры",3 лицо,stanyukovich_k_dva_brata_1880.xml,социально-психологический,социально-психологический,NUMR NOUN,2,0,социально-психологический,семейный,,,
"Станюкович, Константин Михайлович",мужской,0,Омут,The Whirlpool,Роман,0,Дело,,1881,социально-психологический,промышленники,3 лицо,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
"Станюкович, Константин Михайлович",мужской,0,В места не столь отдаленные,To Not So Distant Places,роман,0,Сибирская газета,,1886,детективный роман,заключенные,3 лицо,stanyukovich_k_v_mesta_ne_stol_otdalennye_1886-1887.xml,детективный,криминальный,PREP NOUN PRCL ADVB ADJF,5,0,сатирический,социально-психологический,уголовный,,
"Станюкович, Константин Михайлович",мужской,0,Первые шаги,First Steps,роман,0,Вестник Европы,,1891,,разночинцы (студент),3 лицо,,,,ADJF NOUN,2,0,,,,,
"Станюкович, Константин Михайлович",мужской,0,Откровенные,The Candid Ones,Роман в двух частях,0,Русская жизнь,,1893,социальный роман,"19 век, чиновник, быт",3 лицо,,социальный,социальный,ADJF,1,0,,,,,
"Станюкович, Константин Михайлович",мужской,0,История одной жизни,The Story of a Life,Роман,0,Мир Божий,,1895,"роман о пролетариате, рабочих","господин, дворяне, Петербург, пролетариат, рабочие",3 лицо,,социальный,социальный,NOUN ADJF NOUN,3,0,,,,,
"Станюкович, Константин Михайлович",мужской,0,Жрецы,The Priests,,0,Русское богатство,,1897,университетская среда,"студенты университета, преподаватели",3 лицо,,,,NOUN,1,0,,,,,
"Станюкович, Константин Михайлович",мужской,0,Равнодушные,The Indifferent,Роман,0,Мир Божий,,1899,социально-психолгический (против разложения семьи и свободных браков),"купцы/промышленники, рабочие",3 лицо,stanyukovich_k_ravnodushnye_1899.xml,социально-психологический,социально-психологический,ADJF,1,0,социально-психологический,семейный,нравоописательный,,
Станюкович Н.В.,мужской,0,Дело Александра Рогова,The Case of Alexander Rogov,?,0,Возрождение,,1966,,,,,,,NOUN NOUN NOUN,3,0,,,,,
"Старицкий, Михаил Петрович",мужской,0,Перед бурей,Before the Storm,Исторический роман из времен Хмельниччины,0,Московский листок,,1895,,,3 лицо,starizkij_m_pered_burej_1895.xml,,,PREP VERB,2,0,исторический,политический,этнографический,,
"Старицкий, Михаил Петрович",мужской,0,Буря,The Storm,Исторический роман из времен Хмельниччины,0,Московский листок,,1896,,,3 лицо,starizkij_m_burya_1896.xml,,,NOUN,1,0,исторический,политический,этнографический,,
"Старицкий, Михаил Петрович",мужской,0,У пристани,At the Wharf,Исторический роман из времен Хмельниччины,0,Московский листок,,1897,,,3 лицо,starizkij_m_u_pristani_1897.xml,,,PREP NOUN,2,0,социально-психологический,семейный,бытовой,,
"Старицкий, Михаил Петрович",мужской,0,Молодость Мазепы,Mazepa's Youth,роман,0,Московский листок,,1898,,,3 лицо,starizkij_m_molodost_mazepy_1898.xml,,,NOUN NOUN,2,0,исторический,биографический,авантюрный,этнографический,
"Старицкий, Михаил Петрович",мужской,0,Руина,The Ruin,Исторический роман конца XVII века,0,Московский листок,,1899,,,3 лицо,,,,NOUN,1,0,,,,,
"Старицкий, Михаил Петрович",мужской,0,Последние орлы,The Last Eagles,Историческая повесть из времен гайдамачины,0,Московский листок,,1901,,,3 лицо,,,,ADJF NOUN,2,0,,,,,
"Старицкий, Михаил Петрович",мужской,0,Разбойник Кармелюк,The Brigand Karmelyuk,Исторический роман,0,Московский листок,,1903,,,3 лицо,,,,NOUN NOUN,2,0,,,,,
"Старостин, Василий Григорьевич",мужской,0,"Наше счастие, или Некоторые черты из жизни невеликого человека, как он сам написал, с присовокуплении табели о счастии и моих собственных замечаний","Our Happiness, or Some Features from the Life of an Unremarkable Man, as He Wrote Himself, with an Appended Table of Happiness and My Own Remarks",роман,1,Отд. изд.,Санкт-Петербург,1901,социальный,крестьяне,1 лицо,starostin_v_nashe_schastie_ili_nekotorye_cherty_iz_zhizni_nevelikogo_cheloveka_kak_on_sam_napisal_s_prisovokuplenii_tabeli_o_schastii_i_moikh_sobstvennykh_zamechanij_1901.xml,социальный,социальный,ADJF NOUN CONJ ADJF NOUN PREP NOUN ADJF NOUN CONJ NPRO ADJF VERB PREP NOUN NOUN PREP NOUN CONJ ADJF ADJF NOUN,22,0,сатирический,философский,,,
"Стахеев, Дмитрий Иванович",мужской,0,Наследники,The Heirs,"Повесть в 2 ч., заключающая в себе описание жизни, деятельности, страданий, радостей, увлечений и доблест. поступков одного весьма почтенного и весьма ученого, но отчасти легкомысл. стат. советника и некоторых других лиц, достойных внимания читателей",1,Отд. изд.,Санкт-Петербург,1875,,,,,,,NOUN,1,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Домашний очаг,The Hearth,Повесть,0,Вестник Европы,,1879,исторический,купцы,3 лицо,,исторический,исторический,ADJF NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Законный брак,A Lawful Marriage,Роман,0,Слово,,1881,любовный,чиновники,3 лицо,,любовный,любовный,ADJF NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Торжество правосудия,The Triumph of Justice,Роман,0,Наблюдатель,,1882,,,3 лицо,,,,NOUN NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Избранник сердца,The Heart's Chosen One,Роман,0,Наблюдатель,,1883,"социальный, нравоописательный",разночинцы,3 лицо,,социальный,социальный,NOUN NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Студенты,The Students,роман,0,Новь,,1887,,,1 лицо,,,,NOUN,1,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Обновленный храм,The Renewed Temple,повесть,0,Русский вестник,,1891,социально-психологический,купцы/промышленники,,,социально-психологический,социально-психологический,PRTF NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Неугасающий свет,The Undying Light,Роман,0,Русский вестник,,1893,социально-психологический,купцы,,,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Горы золота,Mountains of Gold,Роман,0,Русский вестник,,1894,роман,"историческая личность, биография",3 лицо,,,,NOUN NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Духа не угашайте,Quench Not the Spirit,Роман,0,Русский вестник,,1896,,купечество,3 лицо,,,,NOUN PRCL VERB,3,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Золотой полуимпериал,The Gold Half-Imperial,na,1,Васильки [сборник],Санкт-Петербург,1901,,,,,,,ADJF NOUN,2,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Отец Мартин и его сослуживцы (Замоскворецкая старина),Father Martin and His Colleagues (Old Zamoskvorechye),,0,Русский вестник,,1904,,,1 лицо,,,,NOUN NOUN CONJ NPRO NOUN ADJF NOUN,7,0,,,,,
"Стахеев, Дмитрий Иванович",мужской,0,Отелло и гладиаторы,Othello and Gladiators,Рассказ Д. И. Стахеева,0,Русский вестник,,1904,,,3 лицо,,,,NOUN CONJ NOUN,3,0,,,,,
"Степанов, Александр Петрович",мужской,0,Постоялый двор,The Wayside Inn,"Записки покойного Горянова, изданные его другом Н.П. Маловым",1,Отд. изд.,Санкт-Петербург,1835,,,,,,,ADJF NOUN,2,0,,,,,
"Степанов, Александр Петрович",мужской,0,Тайна,The Secret,Роман в 4 частях,1,Отд. изд.,Санкт-Петербург,1838,социально-бытовой,дворяне,3 лицо,,социальный,социальный,NOUN,1,0,,,,,
Степной Николай Александрович,мужской,0,Пролетарий,The Proletarian,Роман,1,Отд. изд.,Самара,1919,,,,,,,NOUN,1,0,,,,,
Степной Николай Александрович,мужской,0,Семья,The Family,?,1,Отд. изд.,Самара,1922,,,,,,,NOUN,1,0,,,,,
Степной Николай Александрович,мужской,0,Перевал,The Mountain Pass,?,1,Отд. изд.,М,1924,,,,,,,NOUN,1,0,,,,,
"Степняк-Кравчинский, Сергей Михайлович",мужской,1,Андрей Кожухов,Andrei Kozhukhov,Роман,1,Отд. изд.,Женева,1898,роман о нигилисте,,3 лицо,stepnyak-kravchinskij_s_andrej_kozhukhov_1898.xml,антинигилистический,социальный,NOUN NOUN,2,0,идеологический,политический,социально-психологический,,
"Степняк-Кравчинский, Сергей Михайлович",мужской,1,Штундист Павел Руденко,The Stundist Pavel Rudenko,Роман,1,Отд. изд.,Женева,1900,"социально-психологический (жизнь сектантов, гонения?)",раскольники,3 лицо,stepnyak-kravchinskij_s_shtundist_pavel_rudenko_1900.xml,социально-психологический,социально-психологический,NOUN NOUN NOUN,3,0,социально-психологический,религиозный,идеологический,,
Степун Федор Августович,мужской,0,Николай Переслегин,Nikolai Pereslegin,нет,0,Современные записки,,1923,,,,,,,NOUN NOUN,2,0,,,,,
"Стопановский, Михаил Михайлович",мужской,0,Обличители,The Denouncers,Роман,0,Отечественные записки,,1862,,,,,,,NOUN,1,0,,,,,
"Стороженко, Алексей Петрович",мужской,0,Братья близнецы,Twin Brothers,Очерки Малороссии прошлого столетия. Роман,0,Библиотека для чтения,,1857,семейная хроника,помещики,3 лицо,,семейный,семейный,NOUN NOUN,2,0,,,,,
Струве Михаил Александрович,мужской,0,Титцы,The Tittses,Хроника,0,Последние новости,,1929,,,,,,,NOUN,1,0,,,,,
"Суворин, Алексей Сергеевич",мужской,0,Миллиард в тумане,A Billion in the Fog,роман-фельетон,0,Санкт-Петербургские ведомости,,1871,,,,,,,NOUN PREP NOUN,3,0,,,,,
"Суворин, Алексей Сергеевич",мужской,0,В конце века. Любовь,At the End of the Century: Love,роман,0,Новое время,,1892,,,,,,,PREP NOUN NOUN NOUN,4,0,,,,,
"Сукенников, Михаил Александрович",мужской,0,Женщины. Письма к неизвестному,Women: Letters to an Unknown Man,Роман,1,Отд. изд.,Петроград,1916,,,,,,,NOUN NOUN PREP ADJF,4,0,,,,,
"Сумароков, Павел Иванович",мужской,0,"Виктор, или Следствия худого воспитания","Victor, or The Consequences of a Bad Upbringing",Сочинение П... С...ва,1,Отд. изд.,Санкт-Петербург,1835,,,,,,,NOUN CONJ NOUN ADJF NOUN,5,0,,,,,
"Сумароков, Павел Иванович",мужской,0,"Эмигрант, с кратким описанием американской войны, Луизианы и французской революции","The Emigrant, with a Brief Account of the American War, Louisiana, and the French Revolution",П... С...ва,1,Отд. изд.,Санкт-Петербург,1837,,,,,,,NOUN PREP ADJF NOUN ADJF NOUN NOUN CONJ ADJF NOUN,10,0,,,,,
"Сумароков, Петр Панкратьевич",мужской,0,Наследница,The Heiress,"Быль вместо романа, или Роман вместо были",1,Отд. изд.,Москва,1835,нравоописательный,Дворяне,3 лицо,,нравоописательный,описательный,NOUN,1,0,,,,,
Сургучёв Илья Дмитриевич,мужской,0,Ротонда,The Rotunda,?,1,Отд.изд.,Париж,1928,,,,,,,NOUN,1,0,,,,,
Сургучёв Илья Дмитриевич,мужской,0,Ночью,By Night,?,1,Возрождение,Париж?,1958,,,,,,,ADVB,1,0,,,,,
"Сухонин, Петр Петрович",мужской,1,Спекуляторы,The Speculators,роман,0,Библиотека для чтения,,1847,"деловой роман, приключенческий, спекуляторы",,3 лицо,sukhonin_p_spekulyatory_1847.xml,приключенческий,приключенческий,NOUN,1,0,авантюрный,нравоописательный,,,
"Сухотин, Павел Сергеевич",мужской,0,Перчатка,The Glove,"Записки русского кота, найденные Павлом Сухотиным",1,Ветвь,Москва,1917,,,,,,,NOUN,1,0,,,,,
Сухотин Павел Сергеевич,мужской,0,Вишни для компота,Cherries for Compote,?,0,Новый мир,,1926,,,,,,,NOUN PREP NOUN,3,0,,,,,
Т.Ч.,женский,1,Дина,Dina,Роман,0,Отечественные записки,,1853,,,,,,,NOUN,1,0,,,,,
Тагеев Борис Леонидович,мужской,0,Нэлли. Приключения в стране вечного лета,Nellie: Adventures in the Land of Eternal Summer,роман,1,Отд.изд.,М,1927,,,,,,,NOUN NOUN PREP NOUN ADJF NOUN,6,0,,,,,
Тагеев Борис Леонидович,мужской,0,Жемчужина Японии,The Pearl of Japan,?,1,Отд.изд.,М.;Л.,1930,,,,,,,NOUN NOUN,2,0,,,,,
"Тальцева, А.А.",женский,1,Три женские жизни,Three Women's Lives,Роман,0,Пантеон,,1854,социально-психологический,дворяне,1 лицо,rodzyanko_a_tri_zhenskie_zhizni_1854.xml,социально-психологический,социально-психологический,NUMR ADJF NOUN,3,0,социально-психологический,,,,
"Таранский, Г.",мужской,1,Золотое сердце,A Heart of Gold,роман,1,Отд. изд.,Санкт-Петербург,1889,социально-психологический,разночиинцы,3 лицо,,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
"Тверской, П.",мужской,1,Не к полю ягоды. Две недели в медвежьем углу,Not Field Berries: A Fortnight in the Backwoods,,0,Вестник Европы,,1881,,,3 лицо,,,,PRCL PREP NOUN NOUN NUMR NOUN PREP ADJF NOUN,9,0,,,,,
"Темризов, А.",женский,1,Разлучники,The Separators,Роман,1,Отд. изд.,Санкт-Петербург,1869,социально-психологический,дворяне,3 лицо,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
"Терпигорев, Сергей Николаевич",мужской,0,Красные Талы,The Red Willows,Детство Горелова,1,Русский мир,Санкт-Петербург,1862,автобиографический,,3 лицо,,автобиографический,биографический,ADJF ADJS,2,0,,,,,
"Терпигорев, Сергей Николаевич",мужской,0,По старому руслу,Along the Old Channel,Роман С.Н. Терпигорева,0,Родина,,1894,крестьяне,крестьяне,3 лицо,,,,PREP NOUN NOUN,3,0,,,,,
"Тимковский, Николай Иванович",мужской,0,В дворянской берлоге,In the Noble's Lair,Роман,0,Русское богатство,,1917,,,1 лицо,,,,PREP ADJF NOUN,3,0,,,,,
Тимофеев Борис Александрович,мужской,0,Чаша скорбная,The Cup of Sorrow,нет,1,Отд. изд.,М,1918,,,,,,,NOUN ADJF,2,0,,,,,
"Тимофеева-Починковская, Варвара Васильевна",женский,0,За себя и за других,For Oneself and for Others,Роман в трех частях,0,Книжки Недели,,1882,,,3 лицо,,,,PREP NPRO CONJ PREP ADJF,5,0,,,,,
"Тимофеева-Починковская, Варвара Васильевна",женский,0,Очерки прошлого,Sketches of the Past,,0,Книжки Недели,,1900,,,3 лицо,,,,NOUN NOUN,2,0,,,,,
"Тимофеева-Починковская, Варвара Васильевна",женский,0,В шестидесятых годах,In the Sixties,Повесть,0,Новое дело,,1902,,,3 лицо,,,,PREP ADJF NOUN,3,0,,,,,
"Тимофеева-Починковская, Варвара Васильевна",женский,0,У чужих алтарей,At Foreign Altars,Роман,0,Исторический вестник,,1916,,,,,,,PREP NOUN NOUN,3,0,,,,,
"Тихонов, Владимир Алексеевич",мужской,0,Светлые грезы,Bright Dreams,Роман в двух частях Вл. А. Тихонова,0,Север,,1892,,,3 лицо,,,,ADJF NOUN,2,0,,,,,
"Тихонов, Владимир Алексеевич",мужской,0,Красота,Beauty,Повесть Вл. А. Тихонова,0,Север,,1893,,,3 лицо,,,,NOUN,1,0,,,,,
"Тихонов, Владимир Алексеевич",мужской,0,В деревне (Пустоцвет),In the Country (Barren Blossom),Роман,0,Новое время,,1898,,,,,,,PREP NOUN NOUN,3,0,,,,,
"Тихонов, Владимир Алексеевич",мужской,0,Карьера,A Career,Роман в 2 частях [в отд. издании],0,Современник,,1911,,,,,,,NOUN,1,0,,,,,
"Толбин, Василий Васильевич",мужской,0,Любинька,Lyubinka,Повесть,0,Северное обозрение,,1849,,,1 лицо,,,,NOUN,1,0,,,,,
"Толбин, Василий Васильевич",мужской,0,Варенька Долева,Varenka Doleva,Роман,0,Пантеон,,1855,социальн-психологический,дворяне,1 лицо,,социально-психологический,социально-психологический,ADJS ADJS,2,0,,,,,
"Толль, Феликс-Эммануил Густавович",мужской,0,Труд и капитал,Labour and Capital,Роман,0,Русское слово,,1860,социально-психологический,рабочие,3 лицо,,социально-психологический,социально-психологический,NOUN CONJ NOUN,3,0,,,,,
"Толстая, Алексанра Леонтьевна",женский,0,Неугомонное сердце,The Restless Heart,Роман в 2 частях,1,Отд. изд.,Санкт-Петербург,1882,социально-психологический,дворяне,,,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
"Толстой, Алексей Константинович",мужской,0,Князь Серебряный,Prince Serebryany,Повесть времен Иоанна Грозного,0,Русский вестник,,1862,исторический роман,Россия времен Ивана Грозного,3 лицо,tolstoj_a_knyaz_serebryanyj_1862.xml,исторический,исторический,NOUN ADJF,2,1,исторический,авантюрный,,,
"Толстой, Алексей Николаевич",мужской,0,Две жизни,Two Lives,роман-хроника,1,Шиповник,Санкт-Петербург,1911,"роман-хроника, семейный роман бытовой, авантюрный (?)","дворяне, высшие классы, слуги",3 лицо,tolstoj_a_dve_zhizni_1911.xml,хроника,исторический,NUMR NOUN,2,1,хроникальный,семейный,бытовой,психологический,
"Толстой, Алексей Николаевич",мужской,0,Хромой барин,The Lame Squire,Роман,1,Отд. изд.,Санкт-Петербург,1912,социально-психологический,"дворяне, рабочие",3 лицо,tolstoj_a_khromoj_barin_1912.xml,социально-психологический,социально-психологический,NOUN NOUN,2,1,социально-психологический,исторический,бытовой,,
Толстой Алексей Николаевич,мужской,0,Сестры,Sisters,вошло в Хождение по мукам,1,Грядущая Россия,Париж,1920,,,,,,,NOUN,1,0,,,,,
Толстой Алексей Николаевич,мужской,0,Гиперболоид инженера Гарина,The Hyperboloid of Engineer Garin,?,0,Красная новь,,1925,,,,,,,NOUN NOUN NOUN,3,0,,,,,
Толстой Алексей Николаевич,мужской,0,Восемнадцатый год,The Year Eighteen,вошло в Хождение по мукам,0,Новый мир,,1927,,,,,,,ADJF NOUN,2,0,,,,,
Толстой Алексей Николаевич,мужской,0,Петр I,Peter the First,?,0,Новый мир,,1930,,,,,,,NOUN NUMR,2,0,,,,,
Толстой Алексей Николаевич,мужской,0,Эмигранты,The Emigrants,?,0,Новый мир,,1931,,,,,,,NOUN,1,0,,,,,
Толстой Алексей Николаевич,мужской,0,Хмурое утро,A Gloomy Morning,вошло в Хождение по мукам,0,Новый мир,,1940,,,,,,,ADJF NOUN,2,0,,,,,
"Толстой, Г.А.",мужской,1,Обитель святого Иосифа,The Cloister of St Joseph,роман из средневековой монастырской жизни,1,Отд. изд.,Санкт-Петербург,1890,исторический,духовенство/священники,,,исторический,исторический,NOUN ADJF NOUN,3,0,,,,,
"Толстой, Лев Львович",мужской,0,Поиски и примирение,Searching and Reconciliation,Роман в 4-х частях,0,Ежемесячные сочинения,,1902,,,3 лицо,,,,NOUN CONJ NOUN,3,0,,,,,
"Толстой, Лев Николаевич",мужской,0,Семейное счастие,Family Happiness,,0,Русский вестник,,1859,семейный роман,"дворяне, военные",1 лицо,tolstoj_l_semejnoe_schaste_1859.xml,семейный,семейный,ADJF NOUN,2,1,семейный,социально-психологический,любовный,,
"Толстой, Лев Николаевич",мужской,0,Война и мир,War and Peace,Сочинение графа Л.Н. Толстого,0,Русский вестник,,1868,"роман-эпопея, военный, исторический, социально-психологический","Аристократия (графы, князья), солдаты",3 лицо,tolstoj_l_vojna_i_mir_1868.xml,эпопея,исторический,NOUN CONJ NOUN,3,1,исторический,социально-психологический,философский,семейный,
"Толстой, Лев Николаевич",мужской,0,Анна Каренина,Anna Karenina,Роман,0,Русский вестник,,1877,философский; социально-психологический,дворяне,3 лицо,tolstoj_l_anna_karenina_1877.xml,философский,философский,NOUN NOUN,2,1,социально-психологический,философский,адюльтерный,семейный,
"Толстой, Лев Николаевич",мужской,0,Декабристы,The Decembrists,,1,XXV лет [сборник],Санкт-Петербург,1884,,,3 лицо,tolstoj_l_dekabristy_1884.xml,,,NOUN,1,1,исторический,политический,социально-психологический,,
"Толстой, Лев Николаевич",мужской,0,Воскресение,Resurrection,Роман графа Л. Н. Толстого,0,Нива,,1899,"социально-психологический, уголовный","дворяне, криминальный мир, разночинцы",3 лицо,tolstoj_l_voskresenie_1899.xml,социально-психологический,социально-психологический,NOUN,1,1,социально-психологический,уголовный,философский,религиозный,
"Толстой, Феофил Матвеевич",мужской,0,Болезни воли,Diseases of the Will,Роман,0,Русский вестник,,1859,,,,,,,NOUN NOUN,2,0,,,,,
"Толстой, Феофил Матвеевич",мужской,0,Золотой телец,The Golden Calf,Роман в 2 ч. Ростислава,1,Отд. изд.,Санкт-Петербург,1881,,,,,,,ADJF NOUN,2,0,,,,,
"Тонкачеев, Александр Дмитриевич",мужской,0,"Эль Тровадор, или Месть за месть","El Trovador, or Vengeance for Vengeance",Испанская быль 1826 года. Сочинение русского,1,Отд. изд.,Москва,1833,,,1 лицо,,,,NOUN NOUN CONJ NOUN PREP NOUN,6,0,,,,,
"Травин, Петр Александрович",мужской,0,Волк в овечьей шкуре,A Wolf in Sheep's Clothing,Роман,0,Доля бедняка,,1909,,,3 лицо,,,,NOUN PREP ADJF NOUN,4,0,,,,,
"Травин, Петр Александрович",мужской,0,Страшный разбойник Дезори – ненавистник женщин,"The Terrible Brigand Dezori, Hater of Women",,1,Отд. изд.,Москва,1909,,,,,,,ADJF NOUN NOUN NOUN NOUN,6,0,,,,,
"Травин, Петр Александрович",мужской,0,"У денежного шкафа, или Страшная смерть дисконтера","At the Money-Safe, or The Terrible Death of a Moneylender",,1,Отд. изд.,Москва,1910,,,,,,,PREP ADJF NOUN CONJ ADJF NOUN NOUN,7,0,,,,,
"Травин, Петр Александрович",мужской,0,Изумительные похождения московского Пинкертона Агафона и его слуги Луки,"The Amazing Adventures of Agafon, the Moscow Pinkerton, and His Servant Luka",,1,Отд. изд.,Москва,1911,,,,,,,ADJF NOUN ADJF NOUN NOUN CONJ NPRO NOUN NOUN,9,0,,,,,
"Травин, Петр Александрович",мужской,0,"Защитница женщин Ленора, гроза вероломных развратников","Lenora the Defender of Women, Scourge of Perfidious Libertines",Сенсационный роман : Удивительные похождения светской красавицы героини,1,Отд. изд.,Москва,1913,,,,,,,NOUN NOUN NOUN NOUN ADJF NOUN,6,0,,,,,
"Тур, Евгения",женский,1,Племянница,The Niece,Роман. Сочинение Евгении Тур,0,Современник,,1850,"дворяне, певица, свет, ""женский""",,3 лицо,,женский,женский,NOUN,1,0,,,,,
"Тур, Евгения",женский,1,Три поры жизни,Three Stages of Life,Отрывок из романа,0,Библиотека для чтения,,1853,любовный,Дворяне,3 лицо,,любовный,любовный,NUMR NOUN NOUN,3,0,,,,,
"Тур, Евгения",женский,1,Семейство Шалонских,The Shalonsky Family,Из семейной хроники,1,Отд. изд.,Санкт-Петербург,1880,семейная хроника,дворяне,1 лицо,salias-de-turnemir_e_semejstvo_shalonskikh_1880.xml,семейный,семейный,NOUN NOUN,2,0,семейный,социально-психологический,хроникальный,,
"Тур, Евгения",женский,1,Дети короля Людовика XVI,The Children of King Louis XVI,,1,Отд. изд.,Москва,1887,исторический,легендарные исторические фигуры,3 лицо,,исторический,исторический,NOUN NOUN NOUN NUMR,4,0,,,,,
"Тургенев, Иван Сергеевич",мужской,0,Рудин,Rudin,Повесть,0,Современник,,1856,социально-психологический,аристократия прошлого,3 лицо,turgenev_i_rudin_1856.xml,социально-психологический,социально-психологический,NOUN,1,1,социально-психологический,идеологический,любовный,,
"Тургенев, Иван Сергеевич",мужской,0,Дворянское гнездо,Home of the Gentry,Роман,0,Современник,,1859,"социально-психологический, любовный",дворяне,3 лицо,turgenev_i_dvoryanskoe_gnezdo_1859.xml,социально-психологический,социально-психологический,ADJF NOUN,2,1,социально-психологический,адюльтерный,любовный,философский,
"Тургенев, Иван Сергеевич",мужской,0,Накануне,On the Eve,Повесть,0,Русский вестник,,1860,социальный роман,"революционеры, демократы",3 лицо,turgenev_i_nakanune_1860.xml,социальный,социальный,ADVB,1,1,социально-психологический,любовный,идеологический,,
