author,gender,pseudonym,title,title_en,subtitle,year_begin,source,sep_edition,city,genre,characters,narration,main_genre,general_genre,POS_title,title_length,canon_status,genre1,genre2,genre3,genre4,genre5
"Крыжановская (Рочестер), Вера Ивановна",женский,0,Рай без Адама,Paradise without Adam,роман,1917,Отд. изд.,1,Санкт-Петербург,,,,,,NOUN PREP NOUN,3,0,,,,,
"Брешко-Брешковский, Николай Николаевич",мужской,0,Прекрасный мужчина,A Handsome Man,роман,1917,Отд. изд.,1,Санкт-Петербург,"социально-психологический, люди искусства",,,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
"Брешко-Брешковский, Николай Николаевич",мужской,0,Позор династии,The Disgrace of the Dynasty,Политический роман в 2 частях,1917,Отд. изд.,1,Санкт-Петербург,"исторический, распутинщина",,,исторический,исторический,NOUN NOUN,2,0,,,,,
"Ленский, Владимир Яковлевич",мужской,1,Черный став,The Black Pond,роман,1917,Отд. изд.,1,Москва,"мистический, неоготический, оккультный","легендарные исторические фигуры, криминал",3 лицо,мистический,фантастический,NOUN GRND,2,0,мистический,готический,оккультный,,
"Белый, Андрей",мужской,1,Котик Летаев,Kotik Letaev,роман,1917,Скифы,1,Петроград,"символистский, автобиографический",,1 лицо,символистский,символистский,NOUN NOUN,2,1,символистский,психологический,,,
"Пазухин, Алексей Михайлович",мужской,0,Вокруг (кровавого) трона,Around the (Bloody) Throne,роман,1917,Отд. изд.,1,Москва,"политический, любовный",аристократия прошлого,3 лицо,политический,социальный,ADVB ADJF NOUN,3,0,,,,,
"Мурахина, Любовь Алексеевна",женский,1,Пирамида Хеопса,The Pyramid of Cheops,,1917,Вешние воды,0,,"приключенческий, мистический","евреи, арийцы, история Др. Египта",3 лицо,приключенческий,приключенческий,NOUN NOUN,2,0,,,,,
"Тимковский, Николай Иванович",мужской,0,В дворянской берлоге,In the Noble's Lair,Роман,1917,Русское богатство,0,,,,1 лицо,,,PREP ADJF NOUN,3,0,,,,,
"Муравьев, Николай",мужской,1,Женщина на пути,A Woman on the Way,роман,1917,Отд. изд.,1,Москва,психолого-философский роман,,,психологический,психологический,NOUN PREP NOUN,3,0,,,,,
"Фёдоров, Александр Митрофанович",мужской,0,Моя весна,My Spring,Роман,1917,Вестник Европы,0,,,,1 лицо,,,ADJF NOUN,2,0,,,,,
"Ивнев, Рюрик",мужской,1,Несчастный ангел,The Unfortunate Angel,роман,1917,Отд. изд.,1,Петроград,социально-психологический,,3 лицо,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
"Сухотин, Павел Сергеевич",мужской,0,Перчатка,The Glove,"Записки русского кота, найденные Павлом Сухотиным",1917,Ветвь,1,Москва,,,,,,NOUN,1,0,,,,,
"Винниченко, Владимир Кириллович",мужской,0,Записки курносого Мефистофеля,Notes of a Snub-Nosed Mephistopheles,роман,1917,Земля (сборник),1,Санкт-Петербург; Киев,"любовный, роман воспитания",,3 лицо,любовный,любовный,NOUN ADJF NOUN,3,0,,,,,
Громов Алексей Матвеевич,мужской,0,Огни погасли,The Lights Went Out,роман,1918,Отд. изд.,1,Москва,"психологический, любовный",,,психологический,психологический,NOUN VERB,2,0,,,,,
Басанин Марк,женский,1,Великий провокатор,The Great Provocateur,Роман вчерашнего дня,1918,Новая Петроградская газета,0,,детективный роман,"эмигранты, революция",,детективный,криминальный,ADJF NOUN,2,0,,,,,
Мережковский Дмитрий Сергеевич,мужской,0,14 декабря (Николай Первый),The Fourteenth of December (Nicholas the First),роман,1918,Отд. изд.,1,П,"исторический, религиозно-философский роман",аристократия прошлого,3 лицо,исторический,исторический,NUMR NOUN NOUN ADJF,4,0,,,,,
Криницкий Марк,мужской,1,Прапорщик Игнатов,Ensign Ignatov,"продолжение романа ""Час настал""",1918,Отд. изд.,1,Москва,,,,,,NOUN NOUN,2,0,,,,,
Тимофеев Борис Александрович,мужской,0,Чаша скорбная,The Cup of Sorrow,нет,1918,Отд. изд.,1,М,,,,,,NOUN ADJF,2,0,,,,,
Фонвизин Сергей Иванович,мужской,0,Развал,The Collapse,Роман,1918,Отд. изд.,1,Пг.,,,,,,NOUN,1,0,,,,,
Мар Анна,женский,1,Женщина на кресте,The Woman on the Cross,Роман,1918,Отд. изд.,1,Москва,"социально-психологческий, любовный",,3 лицо,социально-психологический,социально-психологический,NOUN PREP NOUN,3,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Под шум дубов,To the Rustle of Oaks,?,1919,Отд.изд.,1,Берлин,об обороне псково-печорского монастыря немецкими захватчиками в 1501 г.,военные,,военный,исторический,PREP NOUN ADJS,3,0,,,,,
Степной Николай Александрович,мужской,0,Пролетарий,The Proletarian,Роман,1919,Отд. изд.,1,Самара,,,,,,NOUN,1,0,,,,,
Де-Воллан Григорий Александрович,мужской,0,Полная чаша. Из семейной хроники Ногайцевых,A Full Cup: From the Family Chronicle of the Nogaitsevs,Роман,1920,Русское богатство,0,,политический,разночинцы,,политический,социальный,ADJF NOUN PREP ADJF NOUN NOUN,6,0,,,,,
Толстой Алексей Николаевич,мужской,0,Сестры,Sisters,вошло в Хождение по мукам,1920,Грядущая Россия,1,Париж,,,,,,NOUN,1,0,,,,,
Сивачев Михаил Гордеевич,мужской,0,Желтый дьявол,The Yellow Devil,роман,1920,Отд. изд.,1,Москва,классовая борьба в деревне,крестьяне,3 лицо,социальный,социальный,ADJF NOUN,2,0,,,,,
Серошевский Вацлав Леопольдович,мужской,0,Пучина,The Abyss,роман,1921,Отд. изд.,1,Москва,исторический,революционеры,,исторический,исторический,NOUN,1,0,,,,,
Белый Андрей,мужской,1,Крещеный китаец,The Baptised Chinaman,роман,1921,Записки мечтателей,1,Москва,"символистский, автобиографический",,1 лицо,символистский,символистский,ADJF NOUN,2,0,,,,,
Сологуб Федор Кузьмич,мужской,1,Заклинательница змей,The Snake Charmer,роман,1921,Отд. изд.,1,Берлин,"социально-психологический; фабрикант, фабричные рабочие",,3 лицо,социально-психологический,социально-психологический,NOUN NOUN,2,0,,,,,
Андреев Леонид Николаевич,мужской,0,Дневник Сатаны,The Diary of Satan,роман,1921,Отд. изд.,0,,1) дневниковые заметки 2)воплощение сатаны в тело человека,,1 лицо,,,NOUN NOUN,2,0,,,,,
Лаппо-Данилевская Надежда Александровна,женский,0,Развал,The Collapse,Тетралогия,1921,Отд. изд.,1,Б.,"панорамное изображение русской жизни, светский",,,светский,светский,NOUN,1,0,,,,,
Краснов Петр Николаевич,мужской,0,От двуглавого орла к красному знамени,From the Double-Headed Eagle to the Red Banner,Автобиографический роман,1921,Отд. изд.,1,Б.,автобиографический роман,военные,3 лицо,автобиографический,биографический,PREP ADJF NOUN PREP ADJF NOUN,6,0,,,,,
Бибик Алексей Павлович,мужской,0,На черной полосе,In a Dark Spell,роман,1921,Творчество,1,Москва,исторический,"рабочие,революционеры",3 лицо,исторический,исторический,PREP ADJF NOUN,3,0,,,,,
Лаппо-Данилевская Надежда Александровна,женский,0,Екатерина Никитична,Yekaterina Nikitichna,роман,1922,Отд. изд.,1,Б.,исторический,большевики,3 лицо,исторический,исторический,NOUN ADJS,2,0,,,,,
Гумилевский Лев Иванович,мужской,0,Эмигранты,The Emigrants,Роман,1922,Отд. Изд,1,Саратов,"социально-психологический, аристократы",,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
Муратов Павел Павлович,мужской,0,Эгерия,Egeria,?,1922,Отд. изд.,1,Берлин-Петербург-Москва,"исторический, итальянские аристократы",,1 лицо,исторический,исторический,NOUN,1,0,,,,,
Нагродская Евдокия Аполлоновна,женский,0,Правда о семье моей жены,The Truth about My Wife's Family,?,1922,Отд. изд.,1,Б,,,,,,PRCL PREP NOUN ADJF NOUN,5,0,,,,,
Гребенщиков Георгий Дмитриевич,мужской,0,Чураевы,The Churayevs,?,1922,Собрание сочинений. Т. 1—6.,1,Париж,"семейный, социально-психологический, крестьяне",крестьяне,3 лицо,семейный,семейный,NOUN,1,0,,,,,
Краснов Петр Николаевич,мужской,0,Амозонка пустыни,The Amazon of the Desert,Роман,1922,Отд. изд.,1,Б.,авантюрный,военные,3 лицо,авантюрный,приключенческий,NOUN NOUN,2,0,,,,,
Амфитеатров Александр Валентинович,мужской,0,Сестры,Sisters,роман,1922,Грани,1,Москва,хроника в 4 романах,,1 лицо,хроника,исторический,NOUN,1,0,,,,,
Краснов Петр Николаевич,мужской,0,За чертополохом,Beyond the Thistles,Историко-фантастич. Роман,1922,Отд. изд.,1,Б.,исторический роман,большевики,3 лицо,исторический,исторический,PREP NOUN,2,0,,,,,
Родионов Иван Александрович,мужской,0,Любовь,Love,роман,1922,Отд.изд.,1,Берлин,,,,,,NOUN,1,0,,,,,
Степной Николай Александрович,мужской,0,Семья,The Family,?,1922,Отд. изд.,1,Самара,,,,,,NOUN,1,0,,,,,
Нагродская Евдокия Аполлоновна,женский,0,Записки Романа Васильева,The Notes of Roman Vasilyev,?,1922,Отд. изд.,1,Париж,автобиографический роман,,,автобиографический,биографический,NOUN NOUN NOUN,3,0,,,,,
Вересаев Викентий Викентиевич,мужской,1,В тупике,At a Dead End,роман,1923,,1,М,интеллигенция,интеллигенция,,социальный,социальный,PREP NOUN,2,0,,,,,
Краснов Петр Николаевич,мужской,0,Опавшие листья,Fallen Leaves,Роман,1923,Отд. изд.,1,Мюнхен,исторический,дворяне,3 лицо,исторический,исторический,PRTF NOUN,2,0,,,,,
Лаппо-Данилевская Надежда Александровна,женский,0,К счастью,Towards Happiness,роман,1923,Отд. изд.,1,Париж,прокатолическая тенденция,,,,,PREP NOUN,2,0,,,,,
Шкловский И. В.,мужской,0,Когда боги ушли,When the Gods Departed,?,1923,Отд. Изд.,1,М.-Б.,"автобиографический, эмигранты",,,автобиографический,биографический,CONJ NOUN VERB,3,0,,,,,
Савватий,мужской,1,Танька,Tanka,Роман,1923,Отд. изд.,1,Б.,"соц. психологический/деревня, крестьяне",крестьяне,,социально-психологический,социально-психологический,NOUN,1,0,,,,,
Горянский Валентин Иванович,мужской,1,Необычайные приключения Боба,The Extraordinary Adventures of Bob,Юмористический роман,1923,Отд.изд.,1,Хорватия,"юмористический, детский",,,юмористический,юмористический,ADJF NOUN NOUN,3,0,,,,,
Романов Пантелеймон Сергеевич,мужской,0,Русь,Rus,Роман,1923,Отд. изд.,1,Москва,"эпопея, соц.-психологический, крестьяне и дворяне до и во время 1-й мировой войны",крестьяне,,эпопея,исторический,NOUN,1,0,,,,,
Ремизов Алексей Михайлович,мужской,0,Канава,The Ditch,Роман,1923,Отд. изд.,1,"Прага, Б.","соц.-психологический, ""роман-коллаж"", чиновники",,3 лицо,социально-психологический,социально-психологический,NOUN,1,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Царь Берендей,Tsar Berendei,?,1923,Отд.изд.,1,Берлин,фантастический,,,фантастический,фантастический,NOUN NOUN,2,0,,,,,
Степун Федор Августович,мужской,0,Николай Переслегин,Nikolai Pereslegin,нет,1923,Современные записки,0,,,,,,,NOUN NOUN,2,0,,,,,
Савватий,мужской,1,Семья Задорогиных,The Zadorogin Family,Роман,1923,Отд. изд.,1,Б.,военный роман,военные,,военный,исторический,NOUN NOUN,2,0,,,,,
Серафимович Александр Серафимович,мужской,1,Железный поток,The Iron Flood,роман,1924,Отд. изд.,1,Москва,"исторический,, батраки",военные,3 лицо,исторический,исторический,ADJF NOUN,2,0,,,,,
Чириков Евгений Николаевич,мужской,0,Семья,The Family,роман,1924,Отд. изд.,1,Берлин,"роман воспитания, становления писателя",,1 лицо,воспитания,воспитания,NOUN,1,0,,,,,
Сивачев Михаил Гордеевич,мужской,0,Федор Быльников,Fyodor Bylnikov,роман,1924,Отд. изд.,1,Л.,"приключенческий,",,,приключенческий,приключенческий,NOUN NOUN,2,0,,,,,
Нагродская Евдокия Аполлоновна,женский,0,Река времен,The River of Time,?,1924,Отд. изд.,1,Б,исторический,масоны,,исторический,исторический,NOUN NOUN,2,0,,,,,
Грин Александр Степанович,мужской,1,Блистающий мир,The Shining World,роман,1924,Отд. Изд,1,Москва,"приключенческий, фантастический, символистский",,3 лицо,приключенческий,приключенческий,PRTF NOUN,2,0,,,,,
Первухин Михаил Константинович,мужской,0,Пугачев-победитель,Pugachev Victorious,Роман,1924,Отд. изд.,1,Берлин,"историко-гипотетическая; разбойники, аристократы",,3 лицо,исторический,исторический,NOUN,1,0,,,,,
Форш Ольга Дмитриевна,женский,0,Одеты камнем. Таинственный узник Алексеевского равелина,Clad in Stone: The Mysterious Prisoner of the Alekseevsky Ravelin,Роман,1924,Россия,0,,,,,,,ADJS NOUN ADJF NOUN ADJF NOUN,6,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Сны земли,Dreams of the Earth,?,1924,Отд.изд.,1,Берлин,,,,,,NOUN NOUN,2,0,,,,,
Степной Николай Александрович,мужской,0,Перевал,The Mountain Pass,?,1924,Отд. изд.,1,М,,,,,,NOUN,1,0,,,,,
Мережковский Дмитрий Сергеевич,мужской,0,Рождение богов. Тутанкамон на Крите,The Birth of the Gods: Tutankhamun on Crete,роман,1924,Современные записки,0,,"дилогия. исторический, религиозно-философский роман",,3 лицо,философский,философский,NOUN NOUN NOUN PREP NOUN,5,0,,,,,
Крашенинников Николай Александрович,мужской,0,Целомудрие,Chastity,Роман,1925,Отд. изд.,1,Москва,автобиографический,дети,3 лицо,автобиографический,биографический,NOUN,1,0,,,,,
Клычков Сергей Антонович,мужской,0,Сахарный немец,The Sugar German,Роман,1925,Отд. изд.,1,Москва,сатирический роман,солдаты,1 лицо,сатирический,юмористический,ADJF NOUN,2,0,,,,,
Толстой Алексей Николаевич,мужской,0,Гиперболоид инженера Гарина,The Hyperboloid of Engineer Garin,?,1925,Красная новь,0,,,,,,,NOUN NOUN NOUN,3,0,,,,,
Аверченко Аркадий Тимофеевич,мужской,0,Шутка мецената,The Patron's Jest,роман,1925,Отд. изд.,1,Прага,юмористический роман,русская интеллигенция,1 лицо,юмористический,юмористический,NOUN NOUN,2,0,,,,,
Березовский Феоктист Александрович,мужской,0,В степных просторах,In the Steppe Expanses,роман,1925,Отд. изд.,1,Москва,"реалистический,",кочевники,,реалистический,социальный,PREP ADJF NOUN,3,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Гусарский монастырь,The Hussar Monastery,?,1925,Отд. изд.,1,София,,,3 лицо,,,ADJF NOUN,2,0,,,,,
Каллиников Иосиф Федорович,мужской,0,Мощи,The Relics,роман,1925,1-2 Отд. изд.,1,М.-Л.,автобиографический/социально-психологический,духовенство,3 лицо,автобиографический,биографический,NOUN,1,0,,,,,
Замятин Евгений Иванович,мужской,0,Мы,We,роман,1925,Отд. изд.,1,Нью-Йорк,"антиутопический, граждане единого государства",,1 лицо,антиутопический,антиутопический,NPRO,1,0,,,,,
Белкина Любовь Михайловна,женский,0,Рольф Май,Rolf Mai,роман,1925,Периодич. печать,1,Тула,,,,,,NOUN NOUN,2,0,,,,,
Масловский Сергей Дмитриевич,мужской,1,Крыша мира,The Roof of the World,?,1925,Отд. Изд.,1,Москва,"социально-психологический, проводник-шутник",,3 лицо,социально-психологический,социально-психологический,NOUN NOUN,2,0,,,,,
Бебутова Ольга Михайловна,женский,0,Страсть и душа,Passion and the Soul,роман,1925,Отд. Изд.,1,София,автобиографичский,артисты,1 лицо,автобиографический,биографический,NOUN CONJ GRND,3,0,,,,,
Ренников А.,мужской,1,Диктатор мира,The Dictator of the World,роман,1925,Отд. изд.,1,Белград,"роман-утопия, роман будущего",,3 лицо,утопический,утопический,NOUN NOUN,2,0,,,,,
Ренников А.,мужской,1,Души живые,Living Souls,роман,1925,Отд. изд.,1,Белград,юмористический роман,эмигранты,,юмористический,юмористический,NOUN NOUN,2,0,,,,,
Ляцкий Евгений Александрович,мужской,0,Тундра,The Tundra,роман,1925,Отд. изд.,1,Прага,роман о жизни русских эмигрантов,русские эмигранты,,социальный,социальный,NOUN,1,0,,,,,
Горький Максим,мужской,1,Дело Артамоновых,The Artamonov Business,Роман,1925,Отд.изд.,1,Берлин,роман-эпопея,"крестьяне,рабочие,мещане",3 лицо,эпопея,исторический,NOUN NOUN,2,0,,,,,
Грин Александр Степанович,мужской,1,Золотая цепь,The Golden Chain,роман,1925,Новый мир,1,Москва,"социально-психологический, приключенческий",моряки,1 лицо,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
Краснов Петр Николаевич,мужской,0,Единая-неделимая,One and Indivisible,Роман,1925,Отд. изд.,1,Б.,исторический,крестьяне,3 лицо,исторический,исторический,ADJF,1,0,,,,,
Ренников А.,мужской,1,За тридевять земель,Beyond Thrice-Nine Lands,роман,1926,Отд. изд.,1,Белград,роман о жизни русских эмигрантов,русские эмигранты,,социальный,социальный,PREP NUMR NOUN,3,0,,,,,
Белый Андрей,мужской,1,Москва под ударом,Moscow under Attack,роман,1926,Отд. изд.,1,Москва,"символистский, буржуи, интеллигенты",,3 лицо,символистский,символистский,NOUN PREP NOUN,3,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Закат,The Decline,?,1926,Отд. изд.,1,Берлин,,,,,,NOUN,1,0,,,,,
Ливен Магда Густановна,женский,0,На пороге,On the Threshold,роман,1926,Град Китеж,1,Берлин,,,,,,PREP NOUN,2,0,,,,,
Чириков Евгений Николаевич,мужской,0,Зверь из бездны,The Beast from the Abyss,роман,1926,Отд. изд.,1,Прага,"о гражданской войне, братья-офицеры",офицеры,3 лицо,военный,исторический,NOUN PREP NOUN,3,0,,,,,
Лаппо-Данилевская Надежда Александровна,женский,0,Поруганный,The Dishonoured,роман,1926,Отд. изд.,1,Париж,"прокатолическая тенденция, эмиграция",,,,,ADJF,1,0,,,,,
Белый Андрей,мужской,1,Московский чудак,The Moscow Eccentric,роман,1926,Отд. изд.,1,Москва,"символистский, буржуи, интеллигенты",,3 лицо,символистский,символистский,ADJF NOUN,2,0,,,,,
Форш Ольга Дмитриевна,женский,0,Современники,Contemporaries,?,1926,Отд. изд.,1,"М., СПб",,,,,,NOUN,1,0,,,,,
Клычков Сергей Антонович,мужской,0,Чертухинский балакирь,The Chertukhin Minstrel,Роман,1926,Отд. изд.,1,М.; Л.,фантастический,крестьяне,3 лицо,фантастический,фантастический,ADJF NOUN,2,0,,,,,
Форш Ольга Дмитриевна,женский,0,Казнь Каракозова,The Execution of Karakozov,?,1926,Отд. изд.,1,СПб,,,,,,NOUN NOUN,2,0,,,,,
Жданов Лев,мужской,1,Во власти золота (Ленская бойня),In the Power of Gold (The Lena Massacre),повесть-хроника,1926,Отд. изд.,1,М.-Л.,исторический,,,исторический,исторический,PREP NOUN NOUN ADJF NOUN,5,0,,,,,
Серошевский Вацлав Леопольдович,мужской,0,Любовь самурая,A Samurai's Love,роман,1926,Отд. изд.,0,,исторический,якуты,1 лицо,исторический,исторический,NOUN NOUN,2,0,,,,,
Гумилевский Лев Иванович,мужской,0,Черный яр,The Black Cliff,Роман,1926,Отд. Изд,1,Москва,детский,дети,,детский,детский,NOUN ADJS,2,0,,,,,
Гумилевский Лев Иванович,мужской,0,Харита,Kharita,Роман,1926,Отд. Изд,1,Москва,детский,дети,,детский,детский,NOUN,1,0,,,,,
Сухотин Павел Сергеевич,мужской,0,Вишни для компота,Cherries for Compote,?,1926,Новый мир,0,,,,,,,NOUN PREP NOUN,3,0,,,,,
Зайцев Борис Константинович,мужской,0,Золотой узор,The Golden Pattern,роман,1926,Отд. изд.,1,Прага,"социально-психологический, русская интеллигенция",интеллигенция,1 лицо,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
Серошевский Вацлав Леопольдович,мужской,0,Далай Лама,The Dalai Lama,роман,1927,Отд. изд.,1,?,исторический,,,исторический,исторический,NOUN NOUN,2,0,,,,,
Мережковский Дмитрий Сергеевич,мужской,0,Мессия,The Messiah,роман,1927,Современные записки,0,,фантастический,,3 лицо,фантастический,фантастический,NOUN,1,0,,,,,
Никонов Борис Павлович,мужской,0,Поэт-булочник,The Poet-Baker,роман,1927,Отд. изд.,1,Л,"исторический роман, великая французская революция, париж, коммуны",,,исторический,исторический,NOUN,1,0,,,,,
Горький Максим,мужской,1,Жизнь Клима Самгина,The Life of Klim Samgin,Роман-эпопея,1927,Отд.изд.,1,Берлин; М.,"роман-эпопея, интеллигенция, рабочие, революционеры",интеллигенция,,эпопея,исторический,NOUN NOUN NOUN,3,0,,,,,
Краснов Петр Николаевич,мужской,0,С нами Бог,God Is with Us,исторический Роман,1927,Отд. изд.,1,Б.,исторический,,,исторический,исторический,PREP NPRO NOUN,3,0,,,,,
Форш Ольга Дмитриевна,женский,0,Горячий цех,The Hot Workshop,?,1927,Отд. изд.,1,"М., СПб",,,,,,ADJF NOUN,2,0,,,,,
Коллонтай Александра Михайловна,женский,0,Василиса Малыгина,Vasilisa Malygina,повесть,1927,Отд. изд.,1,М.-Л.,беллетристика,революционеры,3 лицо,,,NOUN NOUN,2,0,,,,,
Тагеев Борис Леонидович,мужской,0,Нэлли. Приключения в стране вечного лета,Nellie: Adventures in the Land of Eternal Summer,роман,1927,Отд.изд.,1,М,,,,,,NOUN NOUN PREP NOUN ADJF NOUN,6,0,,,,,
Гумилевский Лев Иванович,мужской,0,Собачий переулок,Dog Lane,Роман,1927,Отд. Изд,1,Ленинград,социально-психологический,пролетариат,3 лицо,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
Толстой Алексей Николаевич,мужской,0,Восемнадцатый год,The Year Eighteen,вошло в Хождение по мукам,1927,Новый мир,0,,,,,,,ADJF NOUN,2,0,,,,,
Розов Борис Александрович,мужской,0,После бури,After the Storm,Роман,1927,Отд. изд.,1,Л.,"социальный, сатиристический",крестьяне,,социальный,социальный,PREP NOUN,2,0,,,,,
Краснов Петр Николаевич,мужской,0,Белая свитка,The White Smock,Роман,1928,Отд. изд.,1,Б.,реалистический,,3 лицо,реалистический,социальный,ADJF NOUN,2,0,,,,,
Грин Александр Степанович,мужской,1,Бегущая по волнам,She Who Runs on the Waves,роман,1928,Отд. Изд,1,М.-Л,"любвный, фантастический","пианист, незнакомка",1 лицо,любовный,любовный,PRTF PREP NOUN,3,0,,,,,
Грааль-Арельский,мужской,1,Враг Птоломея,The Enemy of Ptolemy,?,1928,Отд. Изд,1,Л,биографический,ученые,,биографический,биографический,NOUN NOUN,2,0,,,,,
Липецкий Алексей Владимирович,мужской,0,Наперекор,Against the Grain,роман,1928,Моск. т-во писателей,1,М.,"авантюрный, исторический",,,авантюрный,приключенческий,ADVB,1,0,,,,,
Амфитеатров Александр Валентинович,мужской,0,Вчерашние предки,Yesterday's Forebears,роман,1928,Новый сад,1,Б.-М.,исторический,аристократия,3 лицо,исторический,исторический,ADJF NOUN,2,0,,,,,
Гусев-Оренбургский Сергей Иванович,мужской,0,Страна детей,The Land of Children,Роман,1928,Отд. изд.,1,Лондон,исторический,аристократия,,исторический,исторический,NOUN NOUN,2,0,,,,,
Амфитеатров Александр Валентинович,мужской,0,Лиляша,Lilyasha,роман одной женской жизни,1928,Грамату драугас,1,Р.,любовный,аристократия,,любовный,любовный,NOUN,1,0,,,,,
Крашенинников Николай Александрович,мужской,0,Столп огненный,The Pillar of Fire,Роман-хроника,1928,Отд. изд.,1,Л.,хроника,,,хроника,исторический,NOUN ADJF,2,0,,,,,
Криницкий Марк,мужской,1,Брат мой Каин,My Brother Cain,?,1928,Отд. изд.,1,Л.,,,,,,NOUN ADJF NOUN,3,0,,,,,
Краснов Петр Николаевич,мужской,0,Понять-простить,To Understand Is to Forgive,Роман,1928,Отд. изд.,1,Лондон,исторический,"военные, рабочие, революционеры",3 лицо,исторический,исторический,INFN,1,0,,,,,
Лаппо-Данилевская Надежда Александровна,женский,0,В усадьбе,At the Estate,роман,1928,Отд. изд.,1,Париж,дореволюционная россия,,,исторический,исторический,PREP NOUN,2,0,,,,,
Мстиславский Сергей Дмитриевич,мужской,0,На крови,On Blood,?,1928,Отд. Изд.,1,"М., Л.",социально-психологический,"аристократия, революционеры",1 лицо,социально-психологический,социально-психологический,PREP NOUN,2,0,,,,,
Осоргин Михаил Андреевич,мужской,1,Сивцев Вражек,Sivtsev Vrazhek,Роман,1928,Отд.изд.,1,Париж,роман-хроника,аристократия,3 лицо,хроника,исторический,NOUN NOUN,2,0,,,,,
Клычков Сергей Антонович,мужской,0,Князь мира,The Prince of This World,Роман,1928,Отд. изд.,1,М.,автобиографический,крестьяне,3 лицо,автобиографический,биографический,NOUN NOUN,2,0,,,,,
Березовский Феоктист Александрович,мужской,0,Бабьи тропы,Women's Paths,роман,1928,Отд. изд.,1,М.-Л.,реалистический,крестьяне,3 лицо,реалистический,социальный,ADJF NOUN,2,0,,,,,
Садовской Борис Александрович,мужской,1,Приключения Карла Вебера,The Adventures of Karl Weber,Сказачно-фантастический роман,1928,Отд. изд.,1,М.,фантастический,"аристократия прошлого, легендарные исторические фигуры",3 лицо,фантастический,фантастический,NOUN NOUN NOUN,3,0,,,,,
Никонов Борис Павлович,мужской,0,Глухая стена,The Blank Wall,роман,1928,Отд. изд.,1,М - Л,"исторический роман аристократия, коммунисты",,,исторический,исторический,ADJF NOUN,2,0,,,,,
Беленсон Александр Эммануилович (Менделевич),мужской,1,Джиадэ,Jiade,роман ни о чем,1928,Отд. Изд.,1,М.,социально-психологический,аристократия,3 лицо,социально-психологический,социально-психологический,NOUN,1,0,,,,,
Романов Пантелеймон Сергеевич,мужской,0,Новая скрижаль,The New Tablet,Роман,1928,Новый Мир,0,,"сатиристический, советские мещане-интеллигенты",,,сатирический,юмористический,ADJF NOUN,2,0,,,,,
Сургучёв Илья Дмитриевич,мужской,0,Ротонда,The Rotunda,?,1928,Отд.изд.,1,Париж,,,,,,NOUN,1,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Приключения студентов,The Adventures of Students,?,1928,отд.изд.,1,Рига,"исторический, авантюрный",разночинцы,3 лицо,исторический,исторический,NOUN NOUN,2,0,,,,,
Бахметьев Владимир Матвеевич,мужской,0,Преступление Мартына,Martyn's Crime,роман,1928,Собрание сочинений,1,"М., Л.",соц.-психологический,"беженцы, партийцы",3 лицо,социально-психологический,социально-психологический,NOUN NOUN,2,0,,,,,
Грин Александр Степанович,мужской,1,Джесси и Моргиана,Jessie and Morgiana,роман,1929,Отд. Изд,1,Л.,социально-психологический,аристократия,3 лицо,социально-психологический,социально-психологический,NOUN CONJ NOUN,3,0,,,,,
Мстиславский Сергей Дмитриевич,мужской,0,Союз тяжелой кавалерии,The Union of Heavy Cavalry,?,1929,Отд. Изд.,1,"М., Л.",исторический,легендарные исторические фигуры,,исторический,исторический,NOUN ADJF NOUN,3,0,,,,,
Жданов Лев,мужской,1,Крушение богов,The Downfall of the Gods,"житие ""св. отцов"" Феофила и Кирилла Александрийского",1929,Отд. изд.,1,Москва,"исторический, хроника","духовенство, легендарные исторические фигуры",3 лицо,исторический,исторический,NOUN NOUN,2,0,,,,,
Струве Михаил Александрович,мужской,0,Титцы,The Tittses,Хроника,1929,Последние новости,0,,,,,,,NOUN,1,0,,,,,
Новиков-Прибой Алексей Силантьевич,мужской,1,Соленая купель,The Salt Baptismal Font,?,1929,Отд. изд.,1,Москва,авантюрный,"военные, моряки",3 лицо,авантюрный,приключенческий,ADJF NOUN,2,0,,,,,
Лаппо-Данилевская Надежда Александровна,женский,0,Миллионы Бурлаковых,The Burlakov Millions,роман,1929,Отд. изд.,1,Рига,,,,,,NOUN NOUN,2,0,,,,,
Потапенко Игнатий Николаевич,мужской,0,Мертвое море,The Dead Sea,роман,1929,Отд. изд.,1,Л.,социально-психологический,,,социально-психологический,социально-психологический,ADJF NOUN,2,0,,,,,
Минцлов Сергей Рудольфович,мужской,0,Мерцанье дали,The Shimmer of the Distance,?,1930,Отд.изд.,1,Рига,,,,,,NOUN VERB,2,0,,,,,
